Sentence #,Word,POS,Tag
Sentence: 5,چ,NN,O
Sentence: 5,ئەرک,NN,O
Sentence: 5,و,NN,O
Sentence: 5,بەرپرسیارێتییەک,NN,O
Sentence: 5,کار,NN,O
Sentence: 5,دەکەن,NN,O
Sentence: 5,.,.,O
Sentence: 6,هیچ,NN,O
Sentence: 6,بڕگەیەکی,JJ,O
Sentence: 6,قەدەخەکراو,NN,O
Sentence: 6,نییە,NN,O
Sentence: 6,کە,NN,O
Sentence: 6,بڵێت,NN,O
Sentence: 6,مرۆڤ,NN,O
Sentence: 6,ناتوانێت,NN,O
Sentence: 6,لە,NN,O
Sentence: 6,کاتی,JJ,O
Sentence: 6,ئەنجامدانی,JJ,O
Sentence: 6,ئەم,NN,O
Sentence: 6,توێژینەوەیانەدا,NN,O
Sentence: 6,بە,NN,O
Sentence: 6,زمانی,JJ,B-MISC
Sentence: 6,کوردی,JJ,I-MISC
Sentence: 6,یان,NNS,O
Sentence: 6,زمانێکی,JJ,B-MISC
Sentence: 6,دیکە,NN,I-MISC
Sentence: 6,خزمەتگوزاری,JJ,B-MISC
Sentence: 6,پێشکەش,NN,O
Sentence: 6,بکات,NN,O
Sentence: 6,.,.,O
Sentence: 7,جگە,NN,O
Sentence: 7,لەوەش,NN,O
Sentence: 7,نزیکەی,JJ,O
Sentence: 7,١٥,NN,B-DATE
Sentence: 7,ساڵ,NN,I-DATE
Sentence: 7,بوو,NN,O
Sentence: 7,لە,NN,O
Sentence: 7,ئامەد,NN,B-LOC
Sentence: 7,و,NN,O
Sentence: 7,شارەکانی,JJ,B-LOC
Sentence: 7,ناوچەکە,NN,I-LOC
Sentence: 7,تابلۆی,JJ,O
Sentence: 7,هۆشداریی,JJ,O
Sentence: 7,کوردی,JJ,B-MISC
Sentence: 7,بەکارهێنراوە,NN,O
Sentence: 7,.,.,O
Sentence: 8,رۆژی,JJ,B-DATE
Sentence: 8,٢٦ـی,JJ,I-DATE
Sentence: 8,تەمموز,NN,I-DATE
Sentence: 8,وەزارەتی,JJ,B-ORG
Sentence: 8,ناوخۆ,NN,I-ORG
Sentence: 8,فەرمانێکی,JJ,O
Sentence: 8,دەرکرد,NN,O
Sentence: 8,بۆ,NN,O
Sentence: 8,سڕینەوەی,JJ,O
Sentence: 8,زمانی,JJ,B-MISC
Sentence: 8,کوردی,JJ,I-MISC
Sentence: 8,لە,NN,O
Sentence: 8,شەقامەکاندا,NN,O
Sentence: 8,.,.,O
Sentence: 9,ئۆزدەمیر,NN,B-PER
Sentence: 9,گوتی,JJ,O
Sentence: 9,هەرچەندە,NN,O
Sentence: 9,لەو,NN,O
Sentence: 9,فەرمانەی,JJ,O
Sentence: 9,لە,NN,O
Sentence: 9,لایەن,NN,O
Sentence: 9,وەزارەتی,JJ,B-ORG
Sentence: 9,ناوخۆوە,NN,I-ORG
Sentence: 9,بڵاوکرایەوە,NN,O
Sentence: 9,باس,NN,O
Sentence: 9,لەوە,NN,O
Sentence: 9,کرابوو,NN,O
Sentence: 9,پابەند,NN,O
Sentence: 9,نەبوون,NN,O
Sentence: 9,بە,NN,O
Sentence: 9,هەندێک,NN,O
Sentence: 9,پێوەر,NN,O
Sentence: 9,هەیە,NN,O
Sentence: 9,،,NN,O
Sentence: 9,بەڵام,NN,O
Sentence: 9,ئەو,NN,O
Sentence: 9,هێمایانەی,JJ,O
Sentence: 9,هاتووچۆ,NN,B-MISC
Sentence: 9,بە,NN,O
Sentence: 9,کوردی,JJ,B-MISC
Sentence: 9,نووسراون,NN,O
Sentence: 9,،,NN,O
Sentence: 9,لە,NN,O
Sentence: 9,رووی,JJ,O
Sentence: 9,چەندایەتی,JJ,O
Sentence: 9,و,NN,O
Sentence: 9,کوالێتی,JJ,O
Sentence: 9,و,NN,O
Sentence: 9,قەبارەوە,NN,O
Sentence: 9,هەمان,NNS,O
Sentence: 9,هێماکانی,JJ,O
Sentence: 9,هاتووچۆی,JJ,O
Sentence: 9,کوردین,NN,B-MISC
Sentence: 9,کە,NN,O
Sentence: 9,پێشتر,NN,O
Sentence: 9,بەکاردەهێندران,NNS,O
Sentence: 9,.,.,O
Sentence: 10,دەبینین,NN,O
Sentence: 10,ئەوەی,JJ,O
Sentence: 10,ئەو,NN,O
Sentence: 10,بە,NN,O
Sentence: 10,ناستاندارد,NN,O
Sentence: 10,قبوڵی,JJ,O
Sentence: 10,دەکات,NN,O
Sentence: 10,،,NN,O
Sentence: 10,راستییەکەی,JJ,O
Sentence: 10,بەکارهێنانی,JJ,O
Sentence: 10,زمانی,JJ,B-MISC
Sentence: 10,کوردییە,NN,I-MISC
Sentence: 10,.,.,O
Sentence: 11,لێبووردەیی,JJ,O
Sentence: 11,بەرامبەر,NN,O
Sentence: 11,بە,NN,O
Sentence: 11,زمانی,JJ,B-MISC
Sentence: 11,کوردی,JJ,I-MISC
Sentence: 11,کێشە,NN,O
Sentence: 11,بۆ,NN,O
Sentence: 11,شارەوانییەکان,NNS,B-ORG
Sentence: 11,دروست,NN,O
Sentence: 11,دەکات,NN,O
Sentence: 11,لە,NN,O
Sentence: 11,رووی,JJ,O
Sentence: 11,نکۆڵیکردن,NN,O
Sentence: 11,لە,NN,O
Sentence: 11,زمانی,JJ,B-MISC
Sentence: 11,کوردی,JJ,I-MISC
Sentence: 11,،,NN,O
Sentence: 11,پشتگوێخستنی,JJ,O
Sentence: 11,زمانی,JJ,B-MISC
Sentence: 11,کوردی,JJ,I-MISC
Sentence: 11,،,NN,O
Sentence: 11,یان,NNS,O
Sentence: 11,رێگری,JJ,O
Sentence: 11,لە,NN,O
Sentence: 11,بەکارهێنانی,JJ,O
Sentence: 11,لە,NN,O
Sentence: 11,فەزای,JJ,O
Sentence: 11,گشتیدا,NN,O
Sentence: 11,.,.,O
Sentence: 12,جێگری,JJ,O
Sentence: 12,سەرۆکی,JJ,O
Sentence: 12,بارۆی,JJ,B-ORG
Sentence: 12,ئامەد,NN,I-ORG
Sentence: 12,دەڵێ,NN,O
Sentence: 12,،,NN,O
Sentence: 12,سکاڵایەکیان,NNS,O
Sentence: 12,لە,NN,O
Sentence: 12,دادگای,JJ,B-ORG
Sentence: 12,دەیەمی,JJ,I-ORG
Sentence: 12,کارگێڕی,JJ,I-ORG
Sentence: 12,ئەنقەرە,NN,I-ORG
Sentence: 12,تۆمار,NN,O
Sentence: 12,کردووە,NN,O
Sentence: 12,بۆ,NN,O
Sentence: 12,هەڵوەشاندنەوەی,JJ,O
Sentence: 12,فەرمانی,JJ,O
Sentence: 12,وەزارەتی,JJ,B-ORG
Sentence: 12,ناوخۆ,NN,I-ORG
Sentence: 12,.,.,O
Sentence: 13,لێکۆڵینەوە,NN,O
Sentence: 13,لە,NN,O
Sentence: 13,دۆسیەکە,NN,O
Sentence: 13,بەردەوامە,NN,O
Sentence: 13,.,.,O
Sentence: 14,پێشبینی,JJ,O
Sentence: 14,دەکەن,NN,O
Sentence: 14,بەم,NN,O
Sentence: 14,زووانە,NN,O
Sentence: 14,بڕیارێک,NN,O
Sentence: 14,لەسەر,NN,O
Sentence: 14,ئەم,NN,O
Sentence: 14,بابەتە,NN,O
Sentence: 14,بدرێت,NN,O
Sentence: 14,.,.,O
Sentence: 15,دوای,JJ,O
Sentence: 15,هەڵبژاردنی,JJ,B-MISC
Sentence: 15,شارەوانییەکان,NNS,I-MISC
Sentence: 15,کە,NN,O
Sentence: 15,لە,NN,O
Sentence: 15,٣١ـی,JJ,B-DATE
Sentence: 15,ئاداری,JJ,I-DATE
Sentence: 15,ئەمساڵ,NN,I-DATE
Sentence: 15,کرا,NN,O
Sentence: 15,،,NN,O
Sentence: 15,لە,NN,O
Sentence: 15,شارەکانی,JJ,O
Sentence: 15,ئامەد,NN,B-LOC
Sentence: 15,،,NN,O
Sentence: 15,مێردین,NN,B-LOC
Sentence: 15,و,NN,O
Sentence: 15,ئێلیهـ,NN,B-LOC
Sentence: 15,شارەوانییەکانی,JJ,O
Sentence: 15,سەر,NN,O
Sentence: 15,بە,NN,O
Sentence: 15,دەم,NN,B-ORG
Sentence: 15,پارتی,JJ,I-ORG
Sentence: 15,لەسەر,NN,O
Sentence: 15,بەشێک,NN,O
Sentence: 15,لە,NN,O
Sentence: 15,شەقام,NN,O
Sentence: 15,و,NN,O
Sentence: 15,رێگەوبانەکانی,JJ,O
Sentence: 15,نێو,NN,O
Sentence: 15,شار,NN,B-LOC
Sentence: 15,لە,NN,O
Sentence: 15,پاڵ,NN,O
Sentence: 15,زمانی,JJ,B-MISC
Sentence: 15,تورکی,JJ,I-MISC
Sentence: 15,،,NN,O
Sentence: 15,زمانی,JJ,B-MISC
Sentence: 15,کوردی,JJ,I-MISC
Sentence: 15,بۆ,NN,O
Sentence: 15,رێنماییەکانی,JJ,B-MISC
Sentence: 15,هاتووچۆ,NN,I-MISC
Sentence: 15,زیاد,NN,O
Sentence: 15,کرد,NN,O
Sentence: 15,.,.,O
Sentence: 16,هۆشداریی,JJ,O
Sentence: 16,وەک,NN,O
Sentence: 16,پێشی,JJ,O
Sentence: 16,پەیا,NN,O
Sentence: 16,بۆ,NN,O
Sentence: 16,پیادە,NN,O
Sentence: 16,و,NN,O
Sentence: 16,هێدی,JJ,O
Sentence: 16,بۆ,NN,O
Sentence: 16,شۆفێران,NNS,O
Sentence: 16,زیادکرا,NN,O
Sentence: 16,،,NN,O
Sentence: 16,بەڵام,NN,O
Sentence: 16,بە,NN,O
Sentence: 16,فەرمانی,JJ,O
Sentence: 16,پارێزگار,NN,O
Sentence: 16,بە,NN,O
Sentence: 16,بیانووی,JJ,O
Sentence: 16,پابەند,NN,O
Sentence: 16,نەبوون,NN,O
Sentence: 16,بە,NN,O
Sentence: 16,ستانداردەکان,NNS,O
Sentence: 16,سڕانەوە,NN,O
Sentence: 16,.,.,O
Sentence: 17,بەڕێوەبەرایەتی,JJ,B-ORG
Sentence: 17,ئاسایشی,JJ,I-ORG
Sentence: 17,هەولێر,NN,I-ORG
Sentence: 17,رایگەیاند,NN,O
Sentence: 17,،,NN,O
Sentence: 17,گرووپێک,NN,O
Sentence: 17,بەناوی,JJ,O
Sentence: 17,هەلی,JJ,O
Sentence: 17,کار,NN,O
Sentence: 17,و,NN,O
Sentence: 17,قازانج,NN,O
Sentence: 17,و,NN,O
Sentence: 17,کۆمپانیای,JJ,B-ORG
Sentence: 17,بیانییەوە,NN,I-ORG
Sentence: 17,لە,NN,O
Sentence: 17,رێگەی,JJ,O
Sentence: 17,وەتسئەپەوە,NN,B-ORG
Sentence: 17,پەیوەندی,JJ,O
Sentence: 17,بە,NN,O
Sentence: 17,هاووڵاتییانەوە,NN,O
Sentence: 17,دەکەن,NN,O
Sentence: 17,و,NN,O
Sentence: 17,دوای,JJ,O
Sentence: 17,دەستبەسەرداگرتنی,JJ,O
Sentence: 17,ژمارەکەی,JJ,O
Sentence: 17,،,NN,O
Sentence: 17,داوای,JJ,O
Sentence: 17,پارەی,JJ,O
Sentence: 17,لێدەکەن,NN,O
Sentence: 17,.,.,O
Sentence: 18,بەڕێوەبەرایەتیی,JJ,B-ORG
Sentence: 18,ئاسایشی,JJ,I-ORG
Sentence: 18,هەولێر,NN,I-ORG
Sentence: 18,،,NN,O
Sentence: 18,لە,NN,O
Sentence: 18,روونکردنەوەیەکدا,NN,O
Sentence: 18,لەبارەی,JJ,O
Sentence: 18,پەیوەندیکردنی,JJ,O
Sentence: 18,گرووپێکەوە,NN,O
Sentence: 18,بەناوی,JJ,O
Sentence: 18,جیاواز,NN,O
Sentence: 18,رایگەیاند,NN,O
Sentence: 18,،,NN,O
Sentence: 18,ئاگاداری,JJ,O
Sentence: 18,هاووڵاتییان,NNS,O
Sentence: 18,دەکەینەوە,NN,O
Sentence: 18,چەند,NN,O
Sentence: 18,ژمارە,NN,O
Sentence: 18,مۆبایلێکی,JJ,O
Sentence: 18,وڵاتانی,JJ,B-LOC
Sentence: 18,بیانی,JJ,I-LOC
Sentence: 18,بە,NN,O
Sentence: 18,رێگەی,JJ,O
Sentence: 18,تۆڕی,JJ,O
Sentence: 18,کۆمەڵایەتیی,JJ,O
Sentence: 18,وەتسئەپ,NN,B-ORG
Sentence: 18,بەناوی,JJ,O
Sentence: 18,هەلی,JJ,O
Sentence: 18,کار,NN,O
Sentence: 18,و,NN,O
Sentence: 18,قازانجکردن,NN,O
Sentence: 18,و,NN,O
Sentence: 18,کۆمپانیای,JJ,O
Sentence: 18,بیانییەوە,NN,O
Sentence: 18,کورتەنامە,NN,O
Sentence: 18,بۆ,NN,O
Sentence: 18,هاووڵاتییان,NNS,O
Sentence: 18,دەنێرن,NN,O
Sentence: 18,،,NN,O
Sentence: 18,دوای,JJ,O
Sentence: 18,ئەوەی,JJ,O
Sentence: 18,کە,NN,O
Sentence: 18,لەگەڵیان,NNS,O
Sentence: 18,دەکەونە,NN,O
Sentence: 18,پەیوەندی,JJ,O
Sentence: 18,،,NN,O
Sentence: 18,داوای,JJ,O
Sentence: 18,ژمارەی,JJ,O
Sentence: 18,نهێنی,JJ,O
Sentence: 18,کۆد,NN,O
Sentence: 18,لەو,NN,O
Sentence: 18,کەسە,NN,O
Sentence: 18,دەکەن,NN,O
Sentence: 18,کە,NN,O
Sentence: 18,بۆ,NN,O
Sentence: 18,ژمارەی,JJ,O
Sentence: 18,وەتسئەپەکە,NN,O
Sentence: 18,رەوانە,NN,O
Sentence: 18,کراوە,NN,O
Sentence: 18,،,NN,O
Sentence: 18,لەگەڵ,NN,O
Sentence: 18,پێدانی,JJ,O
Sentence: 18,ئەو,NN,O
Sentence: 18,ژمارە,NN,O
Sentence: 18,نهێنییە,NN,O
Sentence: 18,کۆدە,NN,O
Sentence: 18,،,NN,O
Sentence: 18,راستەوخۆ,NN,O
Sentence: 18,دەست,NN,O
Sentence: 18,بەسەر,NN,O
Sentence: 18,سەرجەم,NN,O
Sentence: 18,هەژمارەکانتدا,NN,O
Sentence: 18,دەگرن,NN,O
Sentence: 18,کە,NN,O
Sentence: 18,لەسەر,NN,O
Sentence: 18,ژمارە,NN,O
Sentence: 18,مۆبایلەکەت,NN,O
Sentence: 18,لە,NN,O
Sentence: 18,تۆڕە,NN,B-ORG
Sentence: 18,کۆمەڵایەتییەکان,NNS,I-ORG
Sentence: 18,دانراون,NN,O
Sentence: 18,.,.,O
Sentence: 19,هەروەها,NN,O
Sentence: 19,باسی,JJ,O
Sentence: 19,هەنگاوی,JJ,O
Sentence: 19,دواتری,JJ,O
Sentence: 19,ئەو,NN,O
Sentence: 19,کەسانەش,NN,O
Sentence: 19,دەکات,NN,O
Sentence: 19,کە,NN,O
Sentence: 19,ئەو,NN,O
Sentence: 19,کارە,NN,O
Sentence: 19,دەکەن,NN,O
Sentence: 19,و,NN,O
Sentence: 19,دەڵێت,NN,O
Sentence: 19,،,NN,O
Sentence: 19,دواتر,NN,O
Sentence: 19,لە,NN,O
Sentence: 19,بەرامبەر,NN,O
Sentence: 19,گەڕانەوەی,JJ,O
Sentence: 19,هەژمارەکەتدا,NN,O
Sentence: 19,داوای,JJ,O
Sentence: 19,بڕێکی,JJ,O
Sentence: 19,زۆر,NN,O
Sentence: 19,پارە,NN,B-MISC
Sentence: 19,دەکەن,NN,O
Sentence: 19,،,NN,O
Sentence: 19,بۆیە,NN,O
Sentence: 19,داوا,NN,O
Sentence: 19,لە,NN,O
Sentence: 19,هاونیشتمانییان,NNS,O
Sentence: 19,دەکات,NN,O
Sentence: 19,،,NN,O
Sentence: 19,بە,NN,O
Sentence: 19,هیچ,NN,O
Sentence: 19,شێوەیەک,NN,O
Sentence: 19,وەڵامی,JJ,O
Sentence: 19,ئەو,NN,O
Sentence: 19,جۆرە,NN,O
Sentence: 19,پەیوەندییانە,NN,O
Sentence: 19,نەدەنەوە,NN,O
Sentence: 19,و,NN,O
Sentence: 19,هەر,NN,O
Sentence: 19,ژمارەیەکی,JJ,O
Sentence: 19,نهێنی,JJ,O
Sentence: 19,کۆدێک,NN,O
Sentence: 19,،,NN,O
Sentence: 19,بۆ,NN,O
Sentence: 19,ژمارە,NN,O
Sentence: 19,مۆبایلەکەتان,NNS,O
Sentence: 19,هات,NN,O
Sentence: 19,،,NN,O
Sentence: 19,دەبێت,NN,O
Sentence: 19,بۆ,NN,O
Sentence: 19,کەس,NN,O
Sentence: 19,رەوانە,NN,O
Sentence: 19,نەکرێتەوە,NN,O
Sentence: 19,،,NN,O
Sentence: 19,بۆئەوەی,JJ,O
Sentence: 19,هەژمارەکانتان,NNS,O
Sentence: 19,پارێزراو,NN,O
Sentence: 19,بێت,NN,O
Sentence: 19,.,.,O
Sentence: 20,لە,NN,O
Sentence: 20,سنووری,JJ,O
Sentence: 20,دهۆک,NN,B-LOC
Sentence: 20,١٢٠٠,NN,O
Sentence: 20,موەلیدەی,JJ,O
Sentence: 20,ئەهلی,JJ,O
Sentence: 20,هەن,NN,O
Sentence: 20,و,NN,O
Sentence: 20,زۆربەیان,NNS,O
Sentence: 20,کاتم,NN,O
Sentence: 20,نەکراون,NN,O
Sentence: 20,و,NN,O
Sentence: 20,دووکەڵیان,NNS,O
Sentence: 20,هەڕەشە,NN,O
Sentence: 20,لە,NN,O
Sentence: 20,ژینگەی,JJ,O
Sentence: 20,شارەکە,NN,O
Sentence: 20,دەکەن,NN,O
Sentence: 20,.,.,O
Sentence: 21,فەرمانگەی,JJ,B-ORG
Sentence: 21,ژینگەی,JJ,I-ORG
Sentence: 21,دهۆک,NN,I-ORG
Sentence: 21,هەڵگرتنی,JJ,O
Sentence: 21,تەواوەتی,JJ,O
Sentence: 21,موەلیدەکان,NNS,O
Sentence: 21,بە,NN,O
Sentence: 21,تەنیا,NN,O
Sentence: 21,چارەسەر,NN,O
Sentence: 21,دەزانێ,NN,O
Sentence: 21,.,.,O
Sentence: 22,ئەنجوومەنی,JJ,B-ORG
Sentence: 22,باڵای,JJ,I-ORG
Sentence: 22,دەستەی,JJ,I-ORG
Sentence: 22,ژینگە,NN,I-ORG
Sentence: 22,هۆکارەکەی,JJ,O
Sentence: 22,بۆ,NN,O
Sentence: 22,نەبوونی,JJ,O
Sentence: 22,رێکار,NN,O
Sentence: 22,بەرامبەر,NN,O
Sentence: 22,موەلیدەکان,NNS,O
Sentence: 22,دەگەڕێنێتەوە,NN,O
Sentence: 22,.,.,O
Sentence: 23,سەرووی,JJ,O
Sentence: 23,٢٠,NN,B-DATE
Sentence: 23,ساڵە,NN,I-DATE
Sentence: 23,موەلیدەی,JJ,O
Sentence: 23,ئەهلی,JJ,O
Sentence: 23,لە,NN,O
Sentence: 23,پارێزگای,JJ,B-LOC
Sentence: 23,دهۆک,NN,I-LOC
Sentence: 23,دانراوە,NN,O
Sentence: 23,.,.,O
Sentence: 24,تەنیا,NN,O
Sentence: 24,لە,NN,O
Sentence: 24,سەنتەری,JJ,B-LOC
Sentence: 24,پارێزگا,NN,I-LOC
Sentence: 24,٤١٠,NN,O
Sentence: 24,موەلیدە,NN,O
Sentence: 24,لە,NN,O
Sentence: 24,٢١٠,NN,O
Sentence: 24,شوێنی,JJ,O
Sentence: 24,جیا,NN,O
Sentence: 24,دانراون,NN,O
Sentence: 24,.,.,O
Sentence: 25,فاخیر,NN,B-PER
Sentence: 25,تۆفیق,NN,I-PER
Sentence: 25,،,NN,O
Sentence: 25,دانیشتووی,JJ,O
Sentence: 25,گەڕەکی,JJ,B-LOC
Sentence: 25,بەڕۆشکێ,NN,I-LOC
Sentence: 25,،,NN,O
Sentence: 25,لە,NN,O
Sentence: 25,بەرنامەی,JJ,O
Sentence: 25,بەرپرسیار,NN,O
Sentence: 25,گوتی,JJ,O
Sentence: 25,،,NN,O
Sentence: 25,گەڕەکەکەمان,NNS,O
Sentence: 25,بەهۆی,JJ,O
Sentence: 25,دووکەڵی,JJ,O
Sentence: 25,موەلیدەوە,NN,O
Sentence: 25,وەک,NN,O
Sentence: 25,ناوچەی,JJ,B-LOC
Sentence: 25,پیشەسازیی,JJ,I-LOC
Sentence: 25,لێهاتووە,NN,O
Sentence: 25,.,.,O
Sentence: 26,بەپێی,JJ,O
Sentence: 26,پشکنینی,JJ,O
Sentence: 26,پزیشکی,JJ,O
Sentence: 26,،,NN,O
Sentence: 26,هاوژین,NN,B-PER
Sentence: 26,و,NN,O
Sentence: 26,منداڵەکانم,NN,O
Sentence: 26,بەهۆی,JJ,O
Sentence: 26,دووکەڵەوە,NN,O
Sentence: 26,نەخۆشکەوتوون,NN,O
Sentence: 26,.,.,O
Sentence: 27,زۆربەی,JJ,O
Sentence: 27,ماڵەکانی,JJ,O
Sentence: 27,گەڕەک,NN,B-LOC
Sentence: 27,بەهۆی,JJ,O
Sentence: 27,دووکەڵەوە,NN,O
Sentence: 27,نەخۆشێکیان,NNS,O
Sentence: 27,لەماڵ,NN,O
Sentence: 27,هەیە,NN,O
Sentence: 27,.,.,O
Sentence: 28,بە,NN,O
Sentence: 28,گوتەی,JJ,O
Sentence: 28,پسپۆڕێک,NN,O
Sentence: 28,،,NN,O
Sentence: 28,ژینگەی,JJ,O
Sentence: 28,دهۆک,NN,B-LOC
Sentence: 28,گەیشتووەتە,NN,O
Sentence: 28,ئاستێکی,JJ,O
Sentence: 28,مەترسیدار,NN,O
Sentence: 28,.,.,O
Sentence: 29,د,NN,O
Sentence: 29,نەجمەدین,NN,B-PER
Sentence: 29,نێروەیی,JJ,I-PER
Sentence: 29,،,NN,O
Sentence: 29,پسپۆڕی,JJ,O
Sentence: 29,ژینگە,NN,B-MISC
Sentence: 29,،,NN,O
Sentence: 29,لە,NN,O
Sentence: 29,بەرپرسیار,NN,O
Sentence: 29,گوتی,JJ,O
Sentence: 29,،,NN,O
Sentence: 29,کاتی,JJ,O
Sentence: 29,هاتووە,NN,O
Sentence: 29,ژینگەی,JJ,O
Sentence: 29,دهۆک,NN,B-PER
Sentence: 29,پاکبکرێتەوە,NN,O
Sentence: 29,.,.,O
Sentence: 30,رۆژانە,NN,O
Sentence: 30,دەڵێین,NN,O
Sentence: 30,ژینگەکەمان,NNS,O
Sentence: 30,گەیشتووەتە,NN,O
Sentence: 30,ئاستێکی,JJ,O
Sentence: 30,مەترسیدار,NN,O
Sentence: 30,و,NN,O
Sentence: 30,ئەمەش,NN,O
Sentence: 30,بەپێی,JJ,O
Sentence: 30,لێکۆڵینەوە,NN,O
Sentence: 30,سەلمێندراوە,NN,O
Sentence: 30,.,.,O
Sentence: 31,ئەگەر,NN,O
Sentence: 31,وابڕوات,NN,O
Sentence: 31,دۆخەکە,NN,O
Sentence: 31,لەدەست,NN,O
Sentence: 31,دەردەچێ,NN,O
Sentence: 31,.,.,O
Sentence: 32,دووکەڵی,JJ,O
Sentence: 32,موەلیدەکان,NNS,O
